abate;abates;is abateing:V
interpenetrate;interpenetrates;is interpenetrateing:V
interplead;interpleads;is interpleadding:V
interpolate;interpolates;is interpolateing:V
interpollinate;interpollinates;is interpollinateing:V
interpose;interposes;is interposeing:V
interpret;interprets;is interpretting:V
interrelate;interrelates;is interrelateing:V
interresist;interresists;is interresistting:V
interrogate;interrogates;is interrogateing:V
interrupt;interrupts;is interruptting:V
intersect;intersects;is intersectting:V
intershock;intershocks;is intershocking:V
intershoot;intershoots;is intershootting:V
interspace;interspaces;is interspaceing:V
intersshot;intersshots;is intersshotting:V
interstratify;interstratifys;is interstratifying:V
intertrade;intertrades;is intertradeing:V
intertraffic;intertraffics;is intertrafficing:V
intertwine;intertwines;is intertwineing:V
interview;interviews;is interviewing:V
interwound;interwounds;is interwoundding:V
interwoven;interwovens;is interwovenning:V
interwove;interwoves;is interwoveing:V
interwreathe;interwreathes;is interwreatheing:V
interwwrought;interwwroughts;is interwwroughtting:V
inter;inters;is intering:V
intone;intones;is intoneing:V
intreat;intreats;is intreatting:V
intrench;intrenchs;is intrenching:V
intrigue;intrigues;is intrigueing:V
introject;introjects;is introjectting:V
intromit;intromits;is intromitting:V
introvert;introverts;is introvertting:V
intrude;intrudes;is intrudeing:V
intrust;intrusts;is intrustting:V
intuit;intuits;is intuitting:V
intussuscept;intussuscepts;is intussusceptting:V
intwine;intwines;is intwineing:V
invade;invades;is invadeing:V
invaginate;invaginates;is invaginateing:V
invent;invents;is inventting:V
invert;inverts;is invertting:V
investigate;investigates;is investigateing:V
invest;invests;is investing:V
invite;invites;is inviteing:V
invocate;invocates;is invocateing:V
inweave;inweaves;is inweaveing:V
inwrap;inwraps;is inwraping:V
ionize;ionizes;is ionizing:V
iron;irons;is ironing:V
irrigate;irrigates;is irrigateing:V
irritate;irritates;is irritateing:V
isogamy;isogamys;is isogamying:V
isomerize;isomerizes;is isomerizeing:V
is;are;is being:V
Italianize;Italianizes;is Italianizeing:V
italicize;italicizes;is italicizeing:V
item;items;is itemming:V
jabber;jabbers;is jabbering:V
jab;jabs;is jabing:V
jack up;jack ups;is jack uping:V
jade;jades;is jadeing:V
jag;jags;is jaging:V
jam;jams;is jamming:V
jangle;jangles;is jangleing:V
japan;japans;is japanning:V
jape;japes;is japeing:V
jar;jars;is jaring:V
jaundice;jaundices;is jaundiceing:V
jeer;jeers;is jeering:V
jellify;jellifys;is jellifying:V
jelly;jellys;is jellying:V
jell;jells;is jellling:V
jemmies;jemmiess;is jemmiesing:V
jemmy;jemmys;is jemmying:V
jeopardize;jeopardizes;is jeopardizeing:V
jerk off;jerk offs;is jerk offing:V
jerk;jerks;is jerking:V
jerry-build;jerry-builds;is jerry-buildding:V
jest;jests;is jestting:V
jet;jets;is jetting:V
jewel;jewels;is jewelling:V
jibe;jibes;is jibeing:V
jib;jibs;is jibing:V
jiggle;jiggles;is jiggleing:V
jigsawn;jigsawns;is jigsawnning:V
jig;jigs;is jiging:V
jimmy;jimmys;is jimmying:V
jingle;jingles;is jingleing:V
jink;jinks;is jinking:V
jitterbug;jitterbugs;is jitterbuging:V
job;jobs;is jobing:V
jog trot;jog trots;is jog trotting:V
joggle;joggles;is joggleing:V
jog;jogs;is joging:V
join up;join ups;is join uping:V
join;joins;is joinning:V
jollify;jollifys;is jollifying:V
josh;joshs;is joshing:V
jostle;jostles;is jostleing:V
jot;jots;is jotting:V
jounce;jounces;is jounceing:V
journalize;journalizes;is journalizeing:V
joy ride;joy rides;is joy rideing:V
joypop;joypops;is joypoping:V
Judaize;Judaizes;is Judaizeing:V
judge;judges;is judgeing:V
juggle;juggles;is juggleing:V
jug;jugs;is juging:V
jumble;jumbles;is jumbleing:V
jump-off;jump-offs;is jump-offing:V
jump-start;jump-starts;is jump-startting:V
jump-up;jump-ups;is jump-uping:V
junket;junkets;is junketting:V
justify;justifys;is justifying:V
justle;justles;is justleing:V
jut;juts;is jutting:V
kangaroo;kangaroos;is kangarooing:V
kayo;kayos;is kayoing:V
kedge;kedges;is kedgeing:V
keek;keeks;is keeking:V
keel over;keel overs;is keel overing:V
keel;keels;is keelling:V
keen;keens;is keenning:V
keep at;keep ats;is keep atting:V
keep away;keep aways;is keep awaying:V
keep back;keep backs;is keep backing:V
keep down;keep downs;is keep downning:V
keep from;keep froms;is keep fromming:V
keep in;keep ins;is keep inning:V
keep off;keep offs;is keep offing:V
keep on;keep ons;is keep onning:V
keep out;keep outs;is keep outting:V
keep to;keep tos;is keep toing:V
keep under;keep unders;is keep undering:V
keep up;keep ups;is keep uping:V
keep;keeps;is keeping:V
kennel;kennels;is kennelling:V
kent;kents;is kentting:V
ken;kens;is kenning:V
keppen;keppens;is keppenning:V
kept;kepts;is keptting:V
keratinize;keratinizes;is keratinizeing:V
kernel;kernels;is kernelling:V
key punch;key punchs;is key punching:V
kick about;kick abouts;is kick aboutting:V
kick out;kick outs;is kick outting:V
kick up;kick ups;is kick uping:V
kick-start;kick-starts;is kick-startting:V
kickback;kickbacks;is kickbacking:V
kidnap;kidnaps;is kidnaping:V
kid;kids;is kidding:V
kill;kills;is killling:V
kindle;kindles;is kindleing:V
king-hit;king-hits;is king-hitting:V
kippen;kippens;is kippenning:V
kip;kips;is kiping:V
kit out;kit outs;is kit outting:V
kite;kites;is kiteing:V
kitten;kittens;is kittenning:V
kittler;kittlers;is kittlering:V
kittlest;kittlests;is kittlestting:V
kittle;kittles;is kittleing:V
knap;knaps;is knaping:V
kneecap;kneecaps;is kneecaping:V
kneel;kneels;is kneelling:V
knee;knees;is kneeing:V
knelt;knelts;is kneltting:V
knew;knews;is knewing:V
knit;knits;is knitting:V
knob;knobs;is knobing:V
knock off;knock offs;is knock offing:V
knock up;knock ups;is knock uping:V
knock-on;knock-ons;is knock-onning:V
knockout;knockouts;is knockoutting:V
knoll;knolls;is knollling:V
knot;knots;is knotting:V
known;knowns;is knownning:V
know;knows;is knowing:V
laager;laagers;is laagering:V
label;labels;is labelling:V
labor;labors;is laboring:V
lacerate;lacerates;is lacerateing:V
lace;laces;is laceing:V
lackey;lackeys;is lackeying:V
lack;lacks;is lacking:V
ladder;ladders;is laddering:V
lade;lades;is ladeing:V
ladyfy;ladyfys;is ladyfying:V
lag;lags;is laging:V
laid;laids;is laidding:V
laik;laiks;is laiking:V
lain;lains;is lainning:V
lallygag;lallygags;is lallygaging:V
lament;laments;is lamentting:V
laminate;laminates;is laminateing:V
lam;lams;is lamming:V
land up;land ups;is land uping:V
landslidden;landsliddens;is landsliddenning:V
landslid;landslids;is landslidding:V
land;lands;is landding:V
lapidify;lapidifys;is lapidifying:V
lap;laps;is laping:V
larn;larns;is larnning:V
lasso;lassos;is lassoing:V
last;lasts;is lastting:V
latch;latchs;is latching:V
lather;lathers;is lathering:V
lattice;lattices;is latticeing:V
launch;launchs;is launching:V
launder;launders;is laundering:V
laurel;laurels;is laurelling:V
lave;laves;is laveing:V
lay over;lay overs;is lay overing:V
lay-by;lay-bys;is lay-bying:V
layabout;layabouts;is layaboutting:V
layer;layers;is layering:V
lay;lays;is laying:V
leach;leachs;is leaching:V
lead off;lead offs;is lead offing:V
lead;leads;is leadding:V
leaf;leafs;is leafing:V
league;leagues;is leagueing:V
leak;leaks;is leaking:V
leant;leants;is leantting:V
lean;leans;is leanning:V
leapfrog;leapfrogs;is leapfroging:V
leapt;leapts;is leaptting:V
leap;leaps;is leaping:V
learnt;learnts;is learntting:V
learn;learns;is learnning:V
leaven;leavens;is leavenning:V
leave;leaves;is leaveing:V
lecture;lectures;is lectureing:V
left;lefts;is leftting:V
legitimate;legitimates;is legitimateing:V
leg;legs;is leging:V
lend;lends;is lendding:V
lengthen;lengthens;is lengthenning:V
lent;lents;is lentting:V
lessen;lessens;is lessenning:V
let on;let ons;is let onning:V
let out;let outs;is let outting:V
letch;letchs;is letching:V
letter;letters;is lettering:V
let;lets;is letting:V
level;levels;is levelling:V
lever;levers;is levering:V
levigate;levigates;is levigateing:V
levitate;levitates;is levitateing:V
levy;levys;is levying:V
libel;libels;is libelling:V
liberalize;liberalizes;is liberalizeing:V
lie;lies;is lieing:V
liftoff;liftoffs;is liftoffing:V
lift;lifts;is liftting:V
light up;light ups;is light uping:V
lighten;lightens;is lightenning:V
light;lights;is lightting:V
lignify;lignifys;is lignifying:V
limber up;limber ups;is limber uping:V
limber;limbers;is limbering:V
line-up;line-ups;is line-uping:V
linger;lingers;is lingering:V
link;links;is linking:V
lip-read;lip-reads;is lip-readding:V
lip;lips;is liping:V
liquefy;liquefys;is liquefying:V
liquidate;liquidates;is liquidateing:V
liquidize;liquidizes;is liquidizeing:V
liquify;liquifys;is liquifying:V
liquor up;liquor ups;is liquor uping:V
liquor;liquors;is liquoring:V
lisp;lisps;is lisping:V
list;lists;is listting:V
litigate;litigates;is litigateing:V
litter;litters;is littering:V
lit;lits;is litting:V
live trap;live traps;is live traping:V
liven;livens;is livenning:V
live;lives;is liveing:V
load;loads;is loadding:V
loan;loans;is loanning:V
lobby;lobbys;is lobbying:V
lob;lobs;is lobing:V
localize;localizes;is localizeing:V
lock up;lock ups;is lock uping:V
lock;locks;is locking:V
lodge;lodges;is lodgeing:V
logroll;logrolls;is logrollling:V
log;logs;is loging:V
look up;look ups;is look uping:V
look-in;look-ins;is look-inning:V
lookout;lookouts;is lookoutting:V
look;looks;is looking:V
loop;loops;is looping:V
loosen;loosens;is loosenning:V
loosest;loosests;is loosestting:V
loot;loots;is lootting:V
lop;lops;is loping:V
lose;loses;is loseing:V
lot;lots;is lotting:V
louden;loudens;is loudenning:V
lour;lours;is louring:V
lowse;lowses;is lowseing:V
low;lows;is lowing:V
luff;luffs;is luffing:V
lug;lugs;is luging:V
Lullaby;Lullabys;is Lullabying:V
lull;lulls;is lullling:V
lunge;lunges;is lungeing:V
lush;lushs;is lushing:V
lustre;lustres;is lustreing:V
lyse;lyses;is lyseing:V
macerate;macerates;is macerateing:V
machinate;machinates;is machinateing:V
machine gun;machine guns;is machine gunning:V
maculate;maculates;is maculateing:V
madden;maddens;is maddenning:V
made;mades;is madeing:V
mad;mads;is madding:V
magnify;magnifys;is magnifying:V
main line;main lines;is main lining:V
make believe;make believes;is make believing:V
make out;makes out;is making out:V
make-up;make-ups;is make-uping:V
make;makes;is makeing:V
malt;malts;is malting:V
manage;manages;is managing:V
mandate;mandates;is mandating:V
maneuver;maneuvers;is maneuvering:V
manicure;manicures;is manicuring:V
manufacture;manufactures;is manufacturing:V
manumit;manumits;is manumitting:V
man;mans;is manning:V
map;maps;is maping:V
maraud;marauds;is maraudding:V
marcel;marcels;is marcelling:V
marinade;marinades;is marinadeing:V
marinate;marinates;is marinateing:V
mark-up;mark-ups;is mark-uping:V
markdown;markdowns;is markdownning:V
market;markets;is marketting:V
mark;marks;is marking:V
marl;marls;is marlling:V
marry;marries;is marrying:V
marshal;marshals;is marshalling:V
martyr;martyrs;is martyring:V
marvel;marvels;is marvelling:V
mar;mars;is maring:V
mask;masks;is masking:V
mass in;mass ins;is mass inning:V
mass;masss;is massing:V
masticate;masticates;is masticateing:V
masturbate;masturbates;is masturbateing:V
match;matchs;is matching:V
mate;mates;is mateing:V
matriculate;matriculates;is matriculateing:V
matt;matts;is mattting:V
maturate;maturates;is maturateing:V
mature;matures;is matureing:V
mat;mats;is matting:V
maun;mauns;is maunning:V
mayest;mayests;is mayestting:V
mayst;maysts;is maystting:V
may;mays;is maying:V
maze;mazes;is mazeing:V
meant;meants;is meantting:V
mean;means;is meanning:V
measure up;measure ups;is measure uping:V
medal;medals;is medalling:V
mediate;mediates;is mediateing:V
meet;meets;is meetting:V
meld;melds;is meldding:V
meliorate;meliorates;is meliorateing:V
mellow;mellows;is mellowing:V
melt;melts;is meltting:V
menace;menaces;is menaceing:V
merchandise;merchandises;is merchandiseing:V
merge;merges;is mergeing:V
meseems;meseemss;is meseemsing:V
mesh;meshs;is meshing:V
mess about;mess abouts;is mess aboutting:V
metabolize;metabolizes;is metabolizeing:V
metal;metals;is metalling:V
metamorphose;metamorphoses;is metamorphoseing:V
metathesize;metathesizes;is metathesizeing:V
mete;metes;is meteing:V
methinks;methinkss;is methinksing:V
methought;methoughts;is methoughtting:V
metricate;metricates;is metricateing:V
metrify;metrifys;is metrifying:V
met;mets;is metting:V
miaou;miaous;is miaouing:V
mibound;mibounds;is miboundding:V
microfilm;microfilms;is microfilmming:V
miff;miffs;is miffing:V
might;mights;is mightting:V
milden;mildens;is mildenning:V
mildew;mildews;is mildewing:V
milk;milks;is milking:V
mill;mills;is millling:V
milt;milts;is miltting:V
Mimeograph;Mimeographs;is Mimeographing:V
mime;mimes;is mimeing:V
mimic;mimics;is mimicing:V
mind;minds;is mindding:V
mine;mines;is mineing:V
mingle;mingles;is mingleing:V
minify;minifys;is minifying:V
mint;mints;is mintting:V
mire;mires;is mireing:V
misadapt;misadapts;is misadaptting:V
misadd;misadds;is misaddding:V
misadjust;misadjusts;is misadjustting:V
misaim;misaims;is misaimming:V
misapply;misapplys;is misapplying:V
misarticulate;misarticulates;is misarticulateing:V
misassign;misassigns;is misassigning:V
misbehave;misbehaves;is misbehaving:V
misbind;misbinds;is misbinding:V
misbuild;misbuilds;is misbuilding:V
misbuilt;misbuilts;is misbuilting:V
miscarry;miscarries;is miscarrying:V
miscast;miscasts;is miscastting:V
miscensure;miscensures;is miscensuring:V
misce;misces;is misceing:V
mischarge;mischarges;is mischarging:V
misclass;misclasss;is misclassing:V
miscoin;miscoins;is miscoinning:V
miscompute;miscomputes;is miscomputing:V
misconceive;misconceives;is misconceiving:V
misconduct;misconducts;is misconducting:V
misconjecture;misconjectures;is misconjecturing:V
misconjugate;misconjugates;is misconjugating:V
misconstrue;misconstrues;is misconstrueing:V
miscount;miscounts;is miscountting:V
miscreate;miscreates;is miscreating:V
miscut;miscuts;is miscutting:V
misdeal;misdeals;is misdealing:V
misdemean;misdemeans;is misdemeanning:V
misdid;misdids;is misdidding:V
misdivide;misdivides;is misdivideing:V
misdoubt;misdoubts;is misdoubting:V
misdraw;misdraws;is misdrawing:V
misfield;misfields;is misfielding:V
misfile;misfiles;is misfiling:V
misfit;misfits;is misfitting:V
misfocus;misfocuss;is misfocusing:V
misform;misforms;is misforming:V
misframe;misframes;is misframing:V
misgive;misgives;is misgiveing:V
misgovern;misgoverns;is misgoverning:V
misgrade;misgrades;is misgradeing:V
misgraft;misgrafts;is misgraftting:V
mishear;mishears;is mishearing:V
mishit;mishits;is mishitting:V
misidentify;misidentifys;is misidentifying:V
misinfer;misinfers;is misinfering:V
misintend;misintends;is misintendding:V
misjoin;misjoins;is misjoinning:V
misjudge;misjudges;is misjudgeing:V
mislay;mislays;is mislaying:V
mislead;misleads;is misleadding:V
mislearn;mislearns;is mislearnning:V
mismade;mismades;is mismadeing:V
mismake;mismakes;is mismakeing:V
mismatch;mismatchs;is mismatching:V
mismeasure;mismeasures;is mismeasureing:V
mismount;mismounts;is mismountting:V
misnarrate;misnarrates;is misnarrateing:V
misnavigate;misnavigates;is misnavigateing:V
misnumber;misnumbers;is misnumbering:V
misoccupy;misoccupys;is misoccupying:V
misorganize;misorganizes;is misorganizeing:V
misperform;misperforms;is misperformming:V
misplead;mispleads;is mispleadding:V
mispractice;mispractices;is mispracticeing:V
mispractise;mispractises;is mispractiseing:V
misprint;misprints;is misprintting:V
misprize;misprizes;is misprizeing:V
misproduce;misproduces;is misproduceing:V
mispronounce;mispronounces;is mispronounceing:V
mispropose;misproposes;is misproposeing:V
misqualify;misqualifys;is misqualifying:V
misquote;misquotes;is misquoteing:V
misrate;misrates;is misrateing:V
misread;misreads;is misreadding:V
misrecollect;misrecollects;is misrecollectting:V
misrefer;misrefers;is misrefering:V
misreflect;misreflects;is misreflectting:V
misreform;misreforms;is misreformming:V
misrehearse;misrehearses;is misrehearseing:V
misrelate;misrelates;is misrelateing:V
missample;missamples;is missampleing:V
missang;missangs;is missanging:V
misshape;misshapes;is misshapeing:V
misship;misships;is misshiping:V
missort;missorts;is missortting:V
missound;missounds;is missoundding:V
misspell;misspells;is misspellling:V
misspend;misspends;is misspendding:V
misstart;misstarts;is misstartting:V
missteer;missteers;is missteering:V
misstyle;misstyles;is misstyleing:V
missung;missungs;is missunging:V
missuppose;missupposes;is missupposeing:V
miss;misss;is missing:V
mistake;mistakes;is mistakeing:V
mister;misters;is mistering:V
misthread;misthreads;is misthreadding:V
misthrew;misthrews;is misthrewing:V
misthrown;misthrowns;is misthrownning:V
misthrow;misthrows;is misthrowing:V
mistook;mistooks;is mistooking:V
mistrace;mistraces;is mistraceing:V
mistrust;mistrusts;is mistrustting:V
mistune;mistunes;is mistuneing:V
mistutor;mistutors;is mistutoring:V
mistype;mistypes;is mistypeing:V
mist;mists;is mistting:V
misunderstand;misunderstands;is misunderstandding:V
miswire;miswires;is miswireing:V
misworship;misworships;is misworshiping:V
miszone;miszones;is miszoneing:V
miter;miters;is mitering:V
mitigate;mitigates;is mitigateing:V
mittatur;mittaturs;is mittaturing:V
mix-up;mix-ups;is mix-uping:V
mixt;mixts;is mixtting:V
mizzle;mizzles;is mizzleing:V
moan;moans;is moanning:V
mobilize;mobilizes;is mobilizeing:V
mob;mobs;is mobing:V
mock-up;mock-ups;is mock-uping:V
mock;mocks;is mocking:V
model;models;is modelling:V
moderate;moderates;is moderateing:V
modify;modifys;is modifying:V
moil;moils;is moilling:V
moisten;moistens;is moistenning:V
moither;moithers;is moithering:V
