abate;abates;is abating:Verb
chinse;chinses;is chinseing:Transitive_Verb
chirk;chirks;is chirking:Transitive_Verb
chivvy;chivvys;is chivvying:Transitive_Verb
chivy;chivys;is chivying:Transitive_Verb
chloridize;chloridizes;is chloridizeing:Transitive_Verb
chlorinate;chlorinates;is chlorinateing:Transitive_Verb
chock;chocks;is chocking:Transitive_Verb
choke back;choke backs;is choke backing:Transitive_Verb
choke up;choke ups;is choke uping:Transitive_Verb
choke;chokes;is chokeing:Transitive_Verb
choose;chooses;is chooseing:Transitive_Verb
chop;chops;is choping:Transitive_Verb
chord;chords;is chording:Transitive_Verb
choreograph;choreographs;is choreographing:Transitive_Verb
chouse;chouses;is chouseing:Transitive_Verb
christen;christens;is christening:Transitive_Verb
Christianise;Christianises;is Christianiseing:Transitive_Verb
Christianize;Christianizes;is Christianizeing:Transitive_Verb
chromatograph;chromatographs;is chromatographing:Transitive_Verb
chromeplate;chromeplates;is chromeplateing:Transitive_Verb
chronicle;chronicles;is chronicleing:Transitive_Verb
chrysograph;chrysographs;is chrysographing:Transitive_Verb
chuck out;chuck outs;is chuck outing:Transitive_Verb
chuff;chuffs;is chuffing:Transitive_Verb
church;churchs;is churching:Transitive_Verb
churn out;churn outs;is churn outing:Transitive_Verb
cicatrise;cicatrises;is cicatriseing:Transitive_Verb
cinchonise;cinchonises;is cinchoniseing:Transitive_Verb
cinchonize;cinchonizes;is cinchonizeing:Transitive_Verb
cinch;cinchs;is cinching:Transitive_Verb
cinder;cinders;is cindering:Transitive_Verb
cinematize;cinematizes;is cinematizeing:Transitive_Verb
circularise;circularises;is circulariseing:Transitive_Verb
circularize;circularizes;is circularizeing:Transitive_Verb
circumcise;circumcises;is circumciseing:Transitive_Verb
circumfuse;circumfuses;is circumfuseing:Transitive_Verb
circumnavigate;circumnavigates;is circumnavigateing:Transitive_Verb
circumscribe;circumscribes;is circumscribeing:Transitive_Verb
circumstance;circumstances;is circumstanceing:Transitive_Verb
circumstantiate;circumstantiates;is circumstantiateing:Transitive_Verb
circumvallate;circumvallates;is circumvallateing:Transitive_Verb
circumvent;circumvents;is circumventing:Transitive_Verb
circumvolve;circumvolves;is circumvolveing:Transitive_Verb
cite;cites;is citeing:Transitive_Verb
civilise;civilises;is civiliseing:Transitive_Verb
civilize;civilizes;is civilizeing:Transitive_Verb
clamor;clamors;is clamoring:Transitive_Verb
clamour;clamours;is clamouring:Transitive_Verb
clamp;clamps;is clamping:Transitive_Verb
clap on;clap ons;is clap oning:Transitive_Verb
clapboard;clapboards;is clapboarding:Transitive_Verb
clapperclaw;clapperclaws;is clapperclawing:Transitive_Verb
clap;claps;is claping:Transitive_Verb
clart;clarts;is clarting:Transitive_Verb
clasp;clasps;is clasping:Transitive_Verb
classicise;classicises;is classiciseing:Transitive_Verb
classicize;classicizes;is classicizeing:Transitive_Verb
clatter;clatters;is clattering:Transitive_Verb
claw back;claw backs;is claw backing:Transitive_Verb
claw;claws;is clawing:Transitive_Verb
clay;clays;is claying:Transitive_Verb
clean out;clean outs;is clean outing:Transitive_Verb
clean up;clean ups;is clean uping:Transitive_Verb
cleanse;cleanses;is cleanseing:Transitive_Verb
clean;cleans;is cleaning:Transitive_Verb
clear out;clear outs;is clear outing:Transitive_Verb
clearcole;clearcoles;is clearcoleing:Transitive_Verb
clearstarch;clearstarchs;is clearstarching:Transitive_Verb
clear;clears;is clearing:Transitive_Verb
cleat;cleats;is cleating:Transitive_Verb
cleck;clecks;is clecking:Transitive_Verb
clench;clenchs;is clenching:Transitive_Verb
clew;clews;is clewing:Transitive_Verb
clinch;clinchs;is clinching:Transitive_Verb
clip;clips;is cliping:Transitive_Verb
cloak;cloaks;is cloaking:Transitive_Verb
clobber;clobbers;is clobbering:Transitive_Verb
clock up;clock ups;is clock uping:Transitive_Verb
clock;clocks;is clocking:Transitive_Verb
clog;clogs;is cloging:Transitive_Verb
cloister;cloisters;is cloistering:Transitive_Verb
clonk;clonks;is clonking:Transitive_Verb
closet;closets;is closeting:Transitive_Verb
close;closes;is closeing:Transitive_Verb
closure;closures;is closureing:Transitive_Verb
cloture;clotures;is clotureing:Transitive_Verb
cloud;clouds;is clouding:Transitive_Verb
clout;clouts;is clouting:Transitive_Verb
cluck;clucks;is clucking:Transitive_Verb
clump;clumps;is clumping:Transitive_Verb
clutch;clutchs;is clutching:Transitive_Verb
co-opt;co-opts;is co-opting:Transitive_Verb
coach;coachs;is coaching:Transitive_Verb
coact;coacts;is coacting:Transitive_Verb
coat;coats;is coating:Transitive_Verb
coauthor;coauthors;is coauthoring:Transitive_Verb
coax;coaxs;is coaxing:Transitive_Verb
cobble;cobbles;is cobbleing:Transitive_Verb
cocainise;cocainises;is cocainiseing:Transitive_Verb
cocainize;cocainizes;is cocainizeing:Transitive_Verb
cockbill;cockbills;is cockbillling:Transitive_Verb
cocker;cockers;is cockering:Transitive_Verb
cock;cocks;is cocking:Transitive_Verb
cocoon;cocoons;is cocooning:Transitive_Verb
coddle;coddles;is coddleing:Transitive_Verb
code;codes;is codeing:Transitive_Verb
coedit;coedits;is coediting:Transitive_Verb
coerce;coerces;is coerceing:Transitive_Verb
coffer;coffers;is coffering:Transitive_Verb
coffin;coffins;is coffining:Transitive_Verb
coft;cofts;is cofting:Transitive_Verb
cognise;cognises;is cogniseing:Transitive_Verb
cognize;cognizes;is cognizeing:Transitive_Verb
cohobate;cohobates;is cohobateing:Transitive_Verb
coiffure;coiffures;is coiffureing:Transitive_Verb
coif;coifs;is coifing:Transitive_Verb
coigne;coignes;is coigneing:Transitive_Verb
coin;coins;is coining:Transitive_Verb
cold shoulder;cold shoulders;is cold shouldering:Transitive_Verb
cold-chisel;cold-chisels;is cold-chiselling:Transitive_Verb
cold-draw;cold-draws;is cold-drawing:Transitive_Verb
cold-drew;cold-drews;is cold-drewing:Transitive_Verb
cold-pack;cold-packs;is cold-packing:Transitive_Verb
cold-patch;cold-patchs;is cold-patching:Transitive_Verb
cold-roll;cold-rolls;is cold-rollling:Transitive_Verb
cold-shoulder;cold-shoulders;is cold-shouldering:Transitive_Verb
cold-weld;cold-welds;is cold-welding:Transitive_Verb
cold-work;cold-works;is cold-working:Transitive_Verb
collar;collars;is collaring:Transitive_Verb
collate;collates;is collateing:Transitive_Verb
collectivize;collectivizes;is collectivizeing:Transitive_Verb
collect;collects;is collecting:Transitive_Verb
collet;collets;is colleting:Transitive_Verb
colligate;colligates;is colligateing:Transitive_Verb
collimate;collimates;is collimateing:Transitive_Verb
collocate;collocates;is collocateing:Transitive_Verb
colonialise;colonialises;is colonialiseing:Transitive_Verb
colonialize;colonializes;is colonializeing:Transitive_Verb
colonise;colonises;is coloniseing:Transitive_Verb
colonize;colonizes;is colonizeing:Transitive_Verb
colorcast;colorcasts;is colorcasting:Transitive_Verb
color;colors;is coloring:Transitive_Verb
colour;colours;is colouring:Transitive_Verb
comb out;comb outs;is comb outing:Transitive_Verb
combat;combats;is combating:Transitive_Verb
come;comes;is comeing:Transitive_Verb
comfort;comforts;is comforting:Transitive_Verb
commandeer;commandeers;is commandeering:Transitive_Verb
command;commands;is commanding:Transitive_Verb
commeasure;commeasures;is commeasureing:Transitive_Verb
commemorate;commemorates;is commemorateing:Transitive_Verb
commentate;commentates;is commentateing:Transitive_Verb
commercialise;commercialises;is commercialiseing:Transitive_Verb
commercialize;commercializes;is commercializeing:Transitive_Verb
comminate;comminates;is comminateing:Transitive_Verb
commission;commissions;is commissioning:Transitive_Verb
commove;commoves;is commoveing:Transitive_Verb
communalise;communalises;is communaliseing:Transitive_Verb
communalize;communalizes;is communalizeing:Transitive_Verb
communicate;communicates;is communicateing:Transitive_Verb
communise;communises;is communiseing:Transitive_Verb
communize;communizes;is communizeing:Transitive_Verb
commutate;commutates;is commutateing:Transitive_Verb
commute;commutes;is commuteing:Transitive_Verb
compact;compacts;is compacting:Transitive_Verb
companion;companions;is companioning:Transitive_Verb
compare;compares;is compareing:Transitive_Verb
compart;comparts;is comparting:Transitive_Verb
compass;compasss;is compassing:Transitive_Verb
compensate;compensates;is compensateing:Transitive_Verb
compile;compiles;is compileing:Transitive_Verb
compleat;compleats;is compleating:Transitive_Verb
complect;complects;is complecting:Transitive_Verb
complement;complements;is complementing:Transitive_Verb
complete;completes;is completeing:Transitive_Verb
compliment;compliments;is complimenting:Transitive_Verb
comport;comports;is comporting:Transitive_Verb
compost;composts;is composting:Transitive_Verb
comprehend;comprehends;is comprehending:Transitive_Verb
compress;compresss;is compressing:Transitive_Verb
comprise;comprises;is compriseing:Transitive_Verb
comprize;comprizes;is comprizeing:Transitive_Verb
compromise;compromises;is compromiseing:Transitive_Verb
compt;compts;is compting:Transitive_Verb
computerize;computerizes;is computerizeing:Transitive_Verb
concatenate;concatenates;is concatenateing:Transitive_Verb
concave;concaves;is concaveing:Transitive_Verb
conceal;conceals;is concealling:Transitive_Verb
concede;concedes;is concedeing:Transitive_Verb
conceit;conceits;is conceiting:Transitive_Verb
conceive;conceives;is conceiveing:Transitive_Verb
concenter;concenters;is concentering:Transitive_Verb
concentrate;concentrates;is concentrateing:Transitive_Verb
conceptualise;conceptualises;is conceptualiseing:Transitive_Verb
concern;concerns;is concerning:Transitive_Verb
conciliate;conciliates;is conciliateing:Transitive_Verb
concinnate;concinnates;is concinnateing:Transitive_Verb
concoct;concocts;is concocting:Transitive_Verb
concrete;concretes;is concreteing:Transitive_Verb
concretize;concretizes;is concretizeing:Transitive_Verb
concuss;concusss;is concussing:Transitive_Verb
condemn;condemns;is condemning:Transitive_Verb
condense;condenses;is condenseing:Transitive_Verb
condone;condones;is condoneing:Transitive_Verb
conduct;conducts;is conducting:Transitive_Verb
cone off;cone offs;is cone offing:Transitive_Verb
confect;confects;is confecting:Transitive_Verb
confer;confers;is confering:Transitive_Verb
confess;confesss;is confessing:Transitive_Verb
confide;confides;is confideing:Transitive_Verb
configure;configures;is configureing:Transitive_Verb
confine;confines;is confineing:Transitive_Verb
confirm;confirms;is confirmming:Transitive_Verb
confiscate;confiscates;is confiscateing:Transitive_Verb
conflate;conflates;is conflateing:Transitive_Verb
conform;conforms;is conformming:Transitive_Verb
confound;confounds;is confounding:Transitive_Verb
confront;confronts;is confronting:Transitive_Verb
confuse;confuses;is confuseing:Transitive_Verb
confute;confutes;is confuteing:Transitive_Verb
congest;congests;is congesting:Transitive_Verb
conglobe;conglobes;is conglobeing:Transitive_Verb
congratulate;congratulates;is congratulateing:Transitive_Verb
conjugate;conjugates;is conjugateing:Transitive_Verb
conjure up;conjure ups;is conjure uping:Transitive_Verb
conjure;conjures;is conjureing:Transitive_Verb
connect;connects;is connecting:Transitive_Verb
connote;connotes;is connoteing:Transitive_Verb
conquer;conquers;is conquering:Transitive_Verb
conscript;conscripts;is conscripting:Transitive_Verb
consecrate;consecrates;is consecrateing:Transitive_Verb
conserve;conserves;is conserveing:Transitive_Verb
consonantalize;consonantalizes;is consonantalizeing:Transitive_Verb
consonantise;consonantises;is consonantiseing:Transitive_Verb
consonantize;consonantizes;is consonantizeing:Transitive_Verb
consort;consorts;is consorting:Transitive_Verb
consternate;consternates;is consternateing:Transitive_Verb
conster;consters;is constering:Transitive_Verb
constipate;constipates;is constipateing:Transitive_Verb
constitute;constitutes;is constituteing:Transitive_Verb
constrain;constrains;is constraining:Transitive_Verb
constrict;constricts;is constricting:Transitive_Verb
constringe;constringes;is constringeing:Transitive_Verb
consult;consults;is consulting:Transitive_Verb
consume;consumes;is consumeing:Transitive_Verb
consummate;consummates;is consummateing:Transitive_Verb
containerize;containerizes;is containerizeing:Transitive_Verb
contain;contains;is containing:Transitive_Verb
contaminate;contaminates;is contaminateing:Transitive_Verb
contemn;contemns;is contemning:Transitive_Verb
contemporise;contemporises;is contemporiseing:Transitive_Verb
contend;contends;is contending:Transitive_Verb
content;contents;is contenting:Transitive_Verb
contest;contests;is contesting:Transitive_Verb
contextualize;contextualizes;is contextualizeing:Transitive_Verb
continue;continues;is continueing:Transitive_Verb
contour;contours;is contouring:Transitive_Verb
contract;contracts;is contracting:Transitive_Verb
contradict;contradicts;is contradicting:Transitive_Verb
contradistinguish;contradistinguishs;is contradistinguishing:Transitive_Verb
contraindicate;contraindicates;is contraindicateing:Transitive_Verb
contrapose;contraposes;is contraposeing:Transitive_Verb
contravene;contravenes;is contraveneing:Transitive_Verb
contrive;contrives;is contriveing:Transitive_Verb
controvert;controverts;is controverting:Transitive_Verb
contuse;contuses;is contuseing:Transitive_Verb
convect;convects;is convecting:Transitive_Verb
convene;convenes;is conveneing:Transitive_Verb
conventionalise;conventionalises;is conventionaliseing:Transitive_Verb
conventionalize;conventionalizes;is conventionalizeing:Transitive_Verb
convex;convexs;is convexing:Transitive_Verb
conveyorize;conveyorizes;is conveyorizeing:Transitive_Verb
convey;conveys;is conveying:Transitive_Verb
convict;convicts;is convicting:Transitive_Verb
convince;convinces;is convinceing:Transitive_Verb
convoke;convokes;is convokeing:Transitive_Verb
convolute;convolutes;is convoluteing:Transitive_Verb
convoy;convoys;is convoying:Transitive_Verb
convulse;convulses;is convulseing:Transitive_Verb
cook up;cook ups;is cook uping:Transitive_Verb
cook;cooks;is cooking:Transitive_Verb
cooper;coopers;is coopering:Transitive_Verb
coopt;coopts;is coopting:Transitive_Verb
coop;coops;is cooping:Transitive_Verb
coordinate;coordinates;is coordinateing:Transitive_Verb
cootch;cootchs;is cootching:Transitive_Verb
coo;coos;is cooing:Transitive_Verb
cope;copes;is copeing:Transitive_Verb
copper;coppers;is coppering:Transitive_Verb
coprecipitate;coprecipitates;is coprecipitateing:Transitive_Verb
copyright;copyrights;is copyrighting:Transitive_Verb
cop;cops;is coping:Transitive_Verb
corbel out;corbel outs;is corbel outing:Transitive_Verb
cordelle;cordelles;is cordelleing:Transitive_Verb
cordon;cordons;is cordoning:Transitive_Verb
cord;cords;is cording:Transitive_Verb
core;cores;is coreing:Transitive_Verb
cork;corks;is corking:Transitive_Verb
corner;corners;is cornering:Transitive_Verb
cornice;cornices;is corniceing:Transitive_Verb
corn;corns;is corning:Transitive_Verb
corral;corrals;is corralling:Transitive_Verb
correct;corrects;is correcting:Transitive_Verb
correlate;correlates;is correlateing:Transitive_Verb
corroborate;corroborates;is corroborateing:Transitive_Verb
corrode;corrodes;is corrodeing:Transitive_Verb
corrupt;corrupts;is corrupting:Transitive_Verb
corset;corsets;is corseting:Transitive_Verb
cosmoline;cosmolines;is cosmolineing:Transitive_Verb
cosmopolitanise;cosmopolitanises;is cosmopolitaniseing:Transitive_Verb
cosmopolitanize;cosmopolitanizes;is cosmopolitanizeing:Transitive_Verb
cosset;cossets;is cosseting:Transitive_Verb
cost-account;cost-accounts;is cost-accounting:Transitive_Verb
costume;costumes;is costumeing:Transitive_Verb
cosy along;cosy alongs;is cosy alonging:Transitive_Verb
cote;cotes;is coteing:Transitive_Verb
cotice;cotices;is coticeing:Transitive_Verb
cotise;cotises;is cotiseing:Transitive_Verb
cotter;cotters;is cottering:Transitive_Verb
couch;couchs;is couching:Transitive_Verb
cough up;cough ups;is cough uping:Transitive_Verb
cough;coughs;is coughing:Transitive_Verb
count out;count outs;is count outing:Transitive_Verb
countenance;countenances;is countenanceing:Transitive_Verb
counteract;counteracts;is counteracting:Transitive_Verb
counterbalance;counterbalances;is counterbalanceing:Transitive_Verb
counterbore;counterbores;is counterboreing:Transitive_Verb
counterchange;counterchanges;is counterchangeing:Transitive_Verb
countercharge;countercharges;is counterchargeing:Transitive_Verb
counterfeit;counterfeits;is counterfeiting:Transitive_Verb
counterlight;counterlights;is counterlighting:Transitive_Verb
countermand;countermands;is countermanding:Transitive_Verb
countermark;countermarks;is countermarking:Transitive_Verb
counterpoint;counterpoints;is counterpointing:Transitive_Verb
counterreply;counterreplys;is counterreplying:Transitive_Verb
countersign;countersigns;is countersigning:Transitive_Verb
counterstain;counterstains;is counterstaining:Transitive_Verb
